smiles,Helper_lipid_ID,Helper_lipid_ID_DOPE,Helper_lipid_ID_DOTAP,Helper_lipid_ID_DSPC,Helper_lipid_ID_MDOA,Cationic_Lipid_to_mRNA_weight_ratio,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Purity,Mix_type,Cargo_type,Cargo_type_mRNA,Cargo_type_pDNA,Cargo_type_siRNA,Target_or_delivered_gene,Model_type,Model_type_A549,Model_type_BDMC,Model_type_BMDM,Model_type_HBEC_ALI,Model_type_HEK293T,Model_type_HeLa,Model_type_IGROV1,Model_type_Mouse,Model_type_RAW264p7,Delivery_target,Delivery_target_body,Delivery_target_dendritic_cell,Delivery_target_generic_cell,Delivery_target_liver,Delivery_target_lung,Delivery_target_lung_epithelium,Delivery_target_macrophage,Delivery_target_muscle,Delivery_target_spleen,Route_of_administration,Route_of_administration_in_vitro,Route_of_administration_intramuscular,Route_of_administration_intratracheal,Route_of_administration_intravenous,Batch_or_individual_or_barcoded,Batch_or_individual_or_barcoded_Barcoded,Batch_or_individual_or_barcoded_Individual,Value_name,Formulation_ID,Cationic_Lipid_Mass_Ratio,Phospholipid_Mass_Ratio,Cholesterol_Mass_Ratio,PEG_Lipid_Mass_Ratio,Amine,Tail,Lipid_name,Library_ID,Experiment_ID,Experimenter_ID,Experiment_weight,Goal,screen_id,Source,Sample_weight,Comment,Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Ketone,Isocyanide,Is_cyclic,Formulation,Batch_or_individual,Random_id,4CR_Lipid_name,Aldehyde,Carboxylic_acid,Amine_name,Tail_name,Linker,MolWt,Tail_count,Num tails,Common_name,Ester,Disulfide,Total_radiance,Form_comment,molecular_weight,split_name_for_normalization,Encapsulation_Efficiency_EE<50,Encapsulation_Efficiency_50<=EE<80,Encapsulation_Efficiency_80<EE<=100,PDI_0_0to0_2,PDI_0_2to0_3,PDI_0_3to0_4,PDI_0_4to0_5,toxic,size,Biodistribution_lymph_nodes,Biodistribution_heart,Biodistribution_liver,Biodistribution_spleen,Biodistribution_lung,Biodistribution_kidney,Biodistribution_muscle,quantified_total_luminescence,unnormalized_delivery,quantified_delivery
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,17.0054786,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,OZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.579236803961587,0.0083306306277938,0.00173987762429209,0.156651961849343,0.112205138324295,0.0089530400976542,0.0042728987382825,0.707846452738339,0.269390835357988,0.269390835357988,-0.5194629649866438
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CCC(F)(F)F)CCC(F)(F)F)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,17.15847938,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,3F,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.484131857611035,0.0158311033527607,0.00109353847138243,0.0200990623529318,0.0058971767350395,0.0033208081618969,0.002978027202828,0.95078028372316,0.0070114291767852,0.0070114291767852,-0.7880619646650031
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN1CC(C(OC)=O)CC1=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,16.81395289,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,PYR,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,1,0,1,0,0,0,0.0,5.0755487449389,0.0138253404297663,0.00670375922221507,0.064918033729737,0.0310082272870404,0.0307691214666871,0.0156091189056244,0.83716639895893,0.0111434256880136,0.0111434256880136,-0.7838320209139149
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=CNN=C1)CC2=CNN=C2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,16.99522451,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,PZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.402809173856411,0.0144051248882893,0.000525788660297221,0.125667067331117,0.214373546599095,0.0041088085112086,0.0017716733775425,0.639147990632451,0.176512628889736,0.176512628889736,-0.6145428102854165
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=NC=CS1)CC2=NC=CS2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,17.16930088,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,TZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,5.001930853466109,0.0011511979711456,0.0003959818507672,0.0538124209539168,0.93604524664705,0.007365029721909,0.0012301228552114,0.0,0.0261518819859255,0.0261518819859255,-0.7291707023316024
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,17.0054786,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,OZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.579236803961587,0.0010942059599737,0.000714578151988552,0.367034511120116,0.62078160479883,0.0079478856978032,0.0024272142712883,0.0,0.970510173989973,0.970510173989973,1.7908416411254202
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CCC(F)(F)F)CCC(F)(F)F)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,17.15847938,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,3F,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.484131857611035,0.0376230130625874,0.00236009027623813,0.247039705692743,0.697452972603375,0.0104681865382628,0.0050560318267935,0.0,0.0013884403431976,0.0013884403431976,-0.7952517429011965
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN1CC(C(OC)=O)CC1=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,16.81395289,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,PYR,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,1,0,1,0,0,0,0.0,5.0755487449389,0.0087382681367643,0.00145112475939544,0.193065080283125,0.778197018798523,0.014433213681334,0.0041152943408582,0.0,0.165721665234437,0.165721665234437,-0.35672988242469916
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=CNN=C1)CC2=CNN=C2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,DSPC,0,0,1,0,16.99522451,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,PZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.402809173856411,0.0053242207953261,0.00061084449763591,0.522469676271313,0.459778984209221,0.0096689487380368,0.0021473254884669,0.0,0.161020662402855,0.161020662402855,-0.3692744698577941
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,17.36945365,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.584763376210429,0.0318391346416656,0.000341552225113717,0.113678281409446,0.242279767731552,0.0038755061945447,0.0008716251103375,0.60711413268734,0.649833386251602,0.649833386251602,-0.130002183394141
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,DSPC,0,0,1,0,17.35889865,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,PBA,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.746322465743975,0.0548193142492001,0.000263362025026913,0.0902956804122817,0.160837629010128,0.0031535550835384,0.000739500993108,0.689890958226717,1.16375238999006,1.16375238999006,0.3960990542331664
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CC1=CN=CN1)=O,DSPC,0,0,1,0,16.87346518,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,HIS,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,0,1,0,0,0.0,4.651385609785055,0.0172566765287249,0.00318344365411915,0.0712890876960715,0.171965068058214,0.0218135302099503,0.0115493777455846,0.702942816107335,0.00327405282427,0.00327405282427,-0.7918879339524474
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,17.36945365,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.584763376210429,0.000599963927151,0.000397997752734626,0.420976508827142,0.560178394908249,0.017044159994242,0.0008029745904808,0.0,0.25255828640642,0.25255828640642,-0.1250070722684871
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,DSPC,0,0,1,0,17.35889865,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,PBA,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.746322465743975,0.0005243745788385,0.00061514916196369,0.547432124587029,0.435435317287124,0.015309113403191,0.000683920981854,0.0,0.568394489552276,0.568394489552276,0.7177992409467366
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CC1=CN=CN1)=O,DSPC,0,0,1,0,16.87346518,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,HIS,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,0,1,0,0,0.0,4.651385609785055,0.0017198350198896,0.00189561016704693,0.0120716635806003,0.711278646835123,0.270438826106656,0.0025954182906838,0.0,0.0112897234542117,0.0112897234542117,-0.7688302502674332
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,17.36945365,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.484733632866144,0.0047850951415261,0.000675911772575438,0.46069265034102,0.522359359837259,0.0109775121699624,0.0005094707376577,0.0,0.773205414607926,0.773205414607926,1.2643355117511204
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,DSPC,0,0,1,0,17.35889865,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,PBA,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.633757642840004,0.0019891141418963,0.00126811595413123,0.543867583730296,0.438842770521552,0.0129988635137729,0.0010335521383512,0.0,1.98493053910539,1.98493053910539,4.497814051056962
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O,DSPC,0,0,1,0,18.0333911,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,OZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.609759638321899,0.0012503142315358,0.0004860362025215,0.538249539726811,0.445414640899446,0.0137801694455006,0.0008192994941846,0.0,0.291137444797345,0.291137444797345,-0.022058905064912687
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,DSPC,0,0,1,0,16.68738808,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,CYS,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.392884144674663,0.0022628518538855,0.000562872305858137,0.731364439797527,0.256932619347553,0.0082545123860061,0.0006227043091702,0.0,1.82872279459479,1.82872279459479,4.080974968218046
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,17.36945365,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.484733632866144,0.0442923458834068,0.00055452650331333,0.106459881295074,0.192526940733964,0.0031168288219699,0.0006230420688089,0.652426434693463,0.672431538902446,0.672431538902446,-0.10686835103687269
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,DSPC,0,0,1,0,17.35889865,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,PBA,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.633757642840004,0.0374610013402809,0.0005350551106764,0.260855439538844,0.469905543128085,0.0046933405569345,0.0009120939456764,0.225637526379503,1.69276100831231,1.69276100831231,0.9376475994130317
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O,DSPC,0,0,1,0,18.0333911,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,OZ,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.609759638321899,0.0836645231428707,0.000419599806684375,0.0235684307001288,0.0712275212970175,0.0011968130849747,0.0017829585941499,0.818140153374174,0.426058290183635,0.426058290183635,-0.35908177402052893
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,DSPC,0,0,1,0,16.68738808,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intramuscular,0,1,0,0,Individual,0,1,luminescence,,,,,,CYS,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intramuscular,0,0,1,1,0,0,0,0.0,4.392884144674663,0.0512990735432809,0.000672189655491244,0.187343972483681,0.232187436433234,0.0031479187085082,0.0014667973445272,0.523882611831278,1.30784095113947,1.30784095113947,0.543603174137674
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,DSPC,0,0,1,0,17.78759767,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,CYS,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.751259891859986,0.004057997029842,0.00225047224182105,0.719270208750414,0.257208699720685,0.0138718178214465,0.0033408044357904,0.0,1.25160610942024,1.25160610942024,2.540943835364252
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,18.31729774,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.666265285347902,0.0027298296580378,0.000172365352517303,0.498048022051036,0.479137442306018,0.0180316959727267,0.0018806446596641,0.0,0.155537169131505,0.155537169131505,-0.3839071266005448
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DSPC,0,0,1,0,18.71419039,48.5,10.0,40.0,1.5,Pure,Microfluidic,mRNA,1,0,0,FFL,Mouse,0,0,0,0,0,0,0,1,0,body,1,0,0,0,0,0,0,0,0,intravenous,0,0,0,1,Individual,0,1,luminescence,,,,,,DOP,,,Chinese_Academy_of_Sciences,Chinese_Academy_of_Sciences,ccchina,,max,Chinese_Academy_of_Sciences,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese_Academy_of_Sciences_Chinese_Academy_of_Sciences_body_Mouse_intravenous,0,0,1,1,0,0,0,0.0,4.904756125442696,0.0027328620025507,0.00260055069792003,0.431146257918051,0.50349018951458,0.0550138028095967,0.0050163370573022,0.0,0.021985308799366,0.021985308799366,-0.7402891686477768
